TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_6,TS_F_MDS_7,TS_F_MDS_8,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,TS_F_MDS_6_QC,TS_F_MDS_7_QC,TS_F_MDS_8_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_5,SWC_F_MDS_6,SWC_F_MDS_7,SWC_F_MDS_8,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,SWC_F_MDS_5_QC,SWC_F_MDS_6_QC,SWC_F_MDS_7_QC,SWC_F_MDS_8_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
201812,10.09,1.0,220.036,127.241,1.0,294.279,1.0,7.408,1.0,89.047,0.998656,1.123,1.0,2.226,1.0,0.27461070106854835,1.0,39.2356942204301,1.0,245.93767934274194,1.0,22.131458887348042,1.0,18.500827284946237,1.0,362.2264112903226,1.0,408.289,1.0,11.075,11.202,12.081,13.436,13.665,14.896,16.274,15.968,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.96,8.277,10.275,10.657,11.149,8.952,8.705,6.486,0.153226,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-8.81212,1.0,16.5833,1.0,19.5335,0.250837,24.2076,1.0,28.5143,0.516887,0.341358,0.939516,0.00789899,0.224447,0.294808,0.330823,0.985215,0.947581,0.942876,0.551647,0.524203,0.554977,0.57461,0.241596,0.243161,0.266533,0.296195,0.430777,0.298529,0.379193,0.438811,0.253496,0.214324,0.249494,0.267099,-9999,-9999
201901,9.806,1.0,236.319,149.572,1.0,292.239,1.0,7.343,1.0,89.131,0.999328,1.475,1.0,1.979,0.997984,0.23730584946357786,0.9979838709677421,57.86050912262641,0.9993279569892474,298.3587370000001,1.0,29.957313224680895,0.9818548387096775,19.539737901456782,0.9852150537634409,360.62712051018076,0.9993279569892474,410.804,1.0,10.447,10.372,10.761,11.267,11.1,12.127,13.128,12.848,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.321,9.24,12.414,13.497,13.055,10.307,10.028,10.55,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.78466,1.0,14.2793,1.0,17.4757,0.248764,35.6718,1.0,43.6567,0.538556,0.549659,0.789651,0.00884991,0.42415,0.518725,0.550042,0.96371,0.749328,0.804435,0.506039,0.332189,0.483854,0.515905,-0.0440034,-0.103243,-0.0611032,-0.0348707,0.408879,0.405688,0.466145,0.588178,0.00508962,0.00604233,0.0262353,0.0347098,-9999,-9999
201902,9.117,1.0,291.755,170.392,0.998512,291.705,1.0,7.006,1.0,88.844,0.999256,2.168,1.0,2.73,1.0,0.3303745959821428,1.0,75.54631398809524,1.0,343.3989781785714,1.0,33.0626698854826,0.9754464285714286,22.56217480183105,0.9888392857142857,360.93846726190475,1.0,409.967,0.999256,10.903,10.871,11.285,11.867,11.675,12.712,13.426,13.319,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.758,9.028,12.008,12.648,12.841,10.309,9.861,11.188,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-3.53177,0.997768,23.578,0.998512,28.3229,0.393905,42.3659,0.999256,50.8917,0.659793,0.69867,0.936012,0.0135837,0.496685,0.662836,0.741168,0.985119,0.968006,0.910714,0.986827,0.730029,0.953737,1.1727,0.312283,0.233344,0.312283,0.41333,0.454386,0.423208,0.514348,0.650675,0.0379926,0.0118172,0.0419372,0.112543,-9999,-9999
201903,14.922,1.0,362.473,241.551,1.0,305.476,1.0,12.889,1.0,88.892,1.0,0.655,1.0,3.004,1.0,0.37228946174731187,1.0,114.99801075268816,1.0,487.1314667419354,1.0,50.58897164897452,1.0,32.383350134408595,1.0,397.4334677419355,1.0,412.734,1.0,17.586,17.301,17.172,16.463,15.747,15.903,15.283,15.14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.434,7.255,11.439,12.75,13.345,11.345,10.01,11.353,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.19644,1.0,28.6694,1.0,32.7047,0.346574,67.5842,1.0,77.0969,0.597915,0.500415,0.955645,0.0121511,0.366585,0.421135,0.527339,0.989247,0.981183,0.874328,0.753004,0.708562,0.750654,0.815194,0.314199,0.294457,0.324418,0.345476,0.500626,0.460145,0.561289,0.627506,0.297746,0.267632,0.315375,0.354093,-9999,-9999
201904,18.839,1.0,425.782,306.283,1.0,316.656,1.0,18.024,1.0,88.736,1.0,0.017,1.0,2.878,1.0,0.3760319424375,1.0,152.57001805555555,1.0,616.4097416333333,1.0,59.34220098534131,1.0,43.49432430555555,1.0,424.4181944444444,1.0,414.348,1.0,24.484,23.818,23.462,22.434,21.662,21.41,20.181,20.098,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.168,3.135,7.285,9.87,10.401,9.092,9.336,10.386,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.7871,0.999306,39.4667,1.0,43.1881,0.314004,89.7857,1.0,98.2519,0.672263,-0.613958,0.959722,0.0168637,-0.747981,-0.68491,-0.531359,0.989583,0.977083,0.925694,1.57367,1.48488,1.57367,1.7306,2.23252,2.22769,2.24287,2.26106,1.08674,1.01228,1.08648,1.16378,1.95355,1.91793,1.95013,1.97664,-9999,-9999
201905,19.459,1.0,465.803,328.379,1.0,322.568,1.0,18.168,1.0,88.531,1.0,0.524,1.0,2.797,1.0,0.38127594336693543,1.0,171.69269959677422,1.0,662.5508797419355,1.0,62.154712455729374,1.0,47.14278965053763,1.0,429.76545698924724,1.0,412.985,1.0,25.812,25.33,25.281,24.59,24.264,23.927,22.975,23.176,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.419,3.708,6.867,7.508,8.017,6.854,7.667,8.221,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.3273,0.999328,45.3209,0.999328,50.1292,0.487593,101.908,1.0,112.719,0.707398,-1.14384,0.956989,0.0195074,-1.2907,-1.19069,-1.12372,0.979839,0.97043,0.931452,1.56134,1.55403,1.5816,1.75005,2.71238,2.77379,2.84462,2.8747,1.30083,1.34102,1.413,1.45807,2.56372,2.63695,2.68326,2.74694,-9999,-9999
201906,27.373,1.0,480.907,342.694,1.0,358.812,1.0,32.091,1.0,88.763,1.0,0.051,1.0,2.623,1.0,0.36902188806944447,1.0,169.05740069444442,1.0,694.4781083666666,1.0,71.14326863955463,1.0,50.44793819444445,1.0,479.51909722222223,1.0,413.251,1.0,33.645,32.724,31.979,30.357,29.688,28.606,26.637,26.855,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.931,1.811,5.201,6.85,7.35,6.262,6.345,6.318,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0193,0.997917,31.7058,0.998611,35.146,0.354648,109.109,0.999306,120.948,0.695103,0.0988084,0.925,0.0137478,-0.153503,0.00874272,0.229149,0.986111,0.970833,0.86875,1.15892,1.14764,1.19787,1.23073,1.13853,0.982944,1.13983,1.29053,1.12061,1.11007,1.12915,1.24042,1.26384,1.25734,1.2698,1.30128,-9999,-9999
201907,28.824,0.988575,472.601,232.406,0.840054,401.604,0.83871,27.971,0.988575,88.96,0.982527,0.893,1.0,2.247,0.982527,0.3274852919791666,0.967741935483871,148.90824083333334,0.8064516129032258,562.9510832,0.8064516129032258,51.41150639542744,0.8064516129032258,36.0804925,0.8064516129032258,486.4123333333334,0.8064516129032258,418.47,0.987903,34.376,33.872,33.513,32.408,31.924,31.225,29.621,29.798,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.081,2.668,4.554,6.216,6.858,5.951,5.87,5.564,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0495,0.986559,34.4539,0.984543,38.7984,0.570886,93.3467,0.987231,105.117,0.726496,1.01428,0.819892,0.0247802,0.686203,0.88155,1.07466,0.910618,0.863575,0.794355,1.48123,1.34443,1.47118,1.52297,0.538744,0.496338,0.580645,0.659169,1.4298,0.993513,1.16629,1.3735,0.854203,0.819989,0.914257,1.00481,-9999,-9999
201908,27.979,1.0,440.668,262.595,0.995296,402.381,1.0,23.682,1.0,88.952,0.984543,2.925,1.0,1.942,1.0,0.28338630702956985,1.0,155.4264334677419,1.0,523.6917193870968,1.0,40.0823082618149,1.0,32.75313373655914,1.0,477.163440860215,1.0,418.857,1.0,31.358,30.948,31.198,30.74,30.294,30.022,29.058,29.355,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.304,5.684,7.427,6.408,6.825,5.975,5.863,5.453,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.29567,0.995968,60.1761,0.999328,68.22,0.925125,70.25,0.999328,79.6405,0.841666,0.521935,0.88172,0.0341589,0.218419,0.414974,0.687759,0.957661,0.922715,0.854839,2.54672,2.34982,2.43273,2.53837,2.0858,1.83511,2.07152,2.1457,1.81819,1.76191,1.83262,2.18354,2.01497,1.90244,1.94576,2.03202,-9999,-9999
201909,24.437,1.0,386.725,231.22,1.0,379.348,1.0,17.208,1.0,88.863,1.0,2.32,1.0,2.264,1.0,0.33181748570138886,1.0,125.67009791666668,1.0,471.38807623333344,1.0,33.687061839296625,1.0,30.14481944444444,1.0,452.5656944444444,1.0,415.483,1.0,28.318,28.028,28.5,28.701,28.438,28.684,28.375,28.687,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.709,5.318,7.743,7.92,7.907,6.132,5.86,5.437,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.830124,0.998611,48.3142,0.997917,54.6926,0.814988,61.2251,0.997917,69.308,0.8123,0.036489,0.932639,0.0202013,-0.34353,-0.0598496,0.0817211,0.973611,0.948611,0.827778,1.80927,1.70728,1.74583,1.78527,1.86912,1.68401,1.86912,2.04421,1.63808,1.5804,1.70008,1.74966,1.96527,1.86866,1.9616,2.09461,-9999,-9999
201910,19.904,1.0,317.617,230.791,1.0,323.702,1.0,17.874,1.0,88.817,1.0,0.0,1.0,2.659,1.0,0.369985907204301,1.0,95.6963998655914,1.0,458.91872409677416,1.0,36.58217194250281,0.8387096774193549,32.625481182795696,1.0,423.36969086021514,1.0,426.467,1.0,24.102,23.966,24.682,25.294,25.018,25.505,25.697,25.827,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.212,3.44,7.277,8.804,9.199,6.944,5.9,5.465,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.24086,0.998656,31.3559,1.0,35.1317,0.358774,55.2272,1.0,61.8775,0.558638,-0.64426,0.950269,0.0190151,-0.842896,-0.734675,-0.593951,0.978495,0.958333,0.939516,1.2867,1.19821,1.26861,1.33622,1.99377,1.92679,1.97738,2.04278,0.818479,0.81166,0.876258,0.99453,1.80973,1.80014,1.8204,1.8706,-9999,-9999
201911,15.721,0.992361,252.913,140.689,0.993056,319.827,0.993056,11.614,0.992361,88.874,0.991667,2.531,1.0,2.634,0.991667,0.3540517505949074,0.9916666666666667,43.09916921296297,0.9916666666666667,286.7952356222222,0.9916666666666667,-9999,-9999,20.82987106481481,0.9916666666666667,394.03085648148146,0.9916666666666667,432.791,0.990278,17.968,18.031,18.771,19.932,20.12,21.153,22.394,22.481,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.771,5.58,8.324,8.277,8.108,6.1,5.783,5.447,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-3.53724,0.989583,21.207,0.991667,20.4947,0.506425,29.0856,0.993056,28.1087,0.607958,0.314297,0.924306,0.0183726,0.266049,0.293416,0.375501,0.981944,0.94375,0.920139,0.8355,0.76806,0.820092,1.02374,0.553048,0.494292,0.540912,0.624892,0.947186,0.476705,0.643131,0.863814,0.579455,0.376719,0.43003,0.572653,-9999,-9999
201912,10.273,1.0,220.036,131.084,1.0,284.082,1.0,7.261,1.0,89.046,0.998656,1.245,1.0,2.353,1.0,0.32125956795026883,1.0,33.725887096774194,1.0,261.25256335483874,1.0,20.868773520247128,0.726478494623656,18.61257661290323,1.0,360.65826612903226,1.0,411.781,0.989919,10.691,10.735,11.559,12.839,12.729,14.518,16.13,16.401,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.735,9.319,12.595,12.861,12.901,9.921,5.922,5.496,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.932359,0.978495,19.9991,0.989919,19.3274,0.45067,22.6498,1.0,21.8891,0.573424,0.264081,0.821237,0.0126388,0.254426,0.281926,0.324035,0.960349,0.947581,0.77957,0.728462,0.704137,0.7362,0.79973,0.452302,0.433056,0.455978,0.492509,0.533938,0.345649,0.422545,0.516111,0.404274,0.367648,0.399497,0.416525,-9999,-9999
202001,10.546,1.0,236.319,147.816,1.0,279.133,1.0,7.911,1.0,89.183,1.0,0.688,1.0,2.228,1.0,0.26990279823924734,1.0,47.56084005376345,1.0,314.4264858773947,0.9213709677419355,27.75848222263533,0.9213709677419355,21.47865456989247,1.0,339.95826612903227,1.0,416.237,1.0,10.778,10.731,11.19,11.784,11.405,12.677,13.382,13.241,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.933,8.371,12.342,12.341,12.435,9.97,6.73,5.506,1.0,1.0,1.0,1.0,1.0,1.0,0.487231,1.0,-3.36768,0.177419,20.4597,1.0,21.2977,0.298063,33.1659,1.0,34.5244,0.575796,-0.178886,0.911962,0.0106073,-0.188013,-0.158215,0.0499393,0.980511,0.978495,0.858199,0.702514,0.625442,0.687702,0.759018,0.852665,0.769091,0.812966,0.847609,0.392168,0.155542,0.382021,0.761534,0.658214,0.545827,0.649903,0.786387,-9999,-9999
202002,11.345,1.0,292.949,192.126,1.0,280.975,1.0,9.443,1.0,89.071,0.999282,0.771,1.0,2.686,1.0,0.3458488712284483,1.0,73.87505316091953,1.0,387.2377247241379,1.0,33.75184038896702,1.0,26.786994252873566,1.0,371.33074712643673,1.0,416.459,0.997845,12.966,12.925,13.113,13.382,12.911,13.899,14.083,13.736,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.946,7.362,11.397,11.629,12.015,9.692,8.7,5.534,1.0,1.0,1.0,1.0,1.0,1.0,0.729167,1.0,-3.00773,0.780891,24.2044,0.997126,25.1959,0.326527,49.4136,1.0,51.4376,0.591588,-0.215699,0.913075,0.011163,-0.217086,-0.207933,-0.20204,0.982759,0.921695,0.939655,0.804355,0.766111,0.804355,0.849093,1.0115,0.978469,1.00474,1.04182,0.486235,0.426441,0.497468,0.617764,0.878425,0.815657,0.875087,0.997944,-9999,-9999
202003,13.872,1.0,364.814,218.94,1.0,300.166,1.0,10.34,1.0,88.993,0.985887,0.631,1.0,2.766,0.989247,0.34389976099126346,0.9892473118279569,98.56388978494626,1.0,439.9755999677419,1.0,37.573094891241674,1.0,30.199631048387097,1.0,389.36357526881716,1.0,413.417,0.997312,17.024,16.941,16.919,16.716,16.139,16.778,16.289,16.112,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.764,5.925,9.121,9.757,10.316,8.815,8.716,5.596,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.98187,1.0,27.6986,0.994624,30.4028,0.400675,60.5296,0.995296,66.439,0.57079,0.0465964,0.938844,0.0114541,-0.0525944,0.0104145,0.0582446,0.968414,0.956989,0.920027,0.934004,0.828084,0.928419,0.9612,0.920257,0.879292,0.897895,0.914542,0.737488,0.549271,0.672572,0.700797,0.791402,0.725645,0.791402,0.81198,-9999,-9999
202004,19.05,1.0,427.497,319.193,1.0,301.935,1.0,19.146,1.0,88.862,1.0,0.161,1.0,2.871,1.0,0.3541178828194445,1.0,148.00469583333333,1.0,616.0000846999998,1.0,54.415010427142214,1.0,45.40840347222221,1.0,426.8140972222222,1.0,415.042,1.0,24.17,23.802,23.078,21.864,21.027,20.889,19.619,19.637,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.812,3.154,6.773,7.278,7.782,6.888,7.232,5.688,1.0,1.0,1.0,0.997917,1.0,0.995833,1.0,1.0,11.5765,1.0,21.6256,1.0,23.1796,0.257825,105.657,1.0,113.249,0.624262,0.122155,0.91875,0.0126168,0.0371468,0.0906999,0.140094,0.986806,0.972222,0.903472,0.863164,0.813983,0.839689,0.858963,0.772464,0.671406,0.769144,0.79268,0.812191,0.76601,0.797399,0.904658,0.744829,0.736712,0.75058,0.830297,-9999,-9999
202005,24.893,1.0,466.685,330.623,1.0,332.577,1.0,27.982,1.0,88.781,0.999328,0.401,1.0,2.624,0.999328,0.34993699884437196,0.9993279569892473,150.631190188172,0.9993279569892473,646.1245523726835,0.9993279569892473,57.074515669761716,0.9993279569892473,48.09265738675361,0.9993279569892473,462.84909488675356,0.9993279569892473,408.833,0.999328,30.67,30.344,29.426,28.053,27.273,26.674,24.899,24.882,0.923387,0.987903,0.981183,0.928763,0.928763,0.987903,0.986559,1.0,2.895,2.085,5.015,6.588,7.095,6.137,5.988,5.536,0.991935,0.987903,0.981183,0.872984,0.924059,0.84207,0.986559,1.0,13.4952,0.984543,23.746,0.998656,25.4752,0.338509,104.907,0.999328,112.547,0.667266,-0.0572426,0.939516,0.0190068,-0.167269,-0.07781,0.0256812,0.985887,0.96371,0.910618,1.03948,0.8942,1.00303,1.04493,1.11047,1.00685,1.03892,1.06919,0.869101,0.839525,0.990391,1.0705,1.01787,0.959344,1.01874,1.08308,-9999,-9999
202006,28.364,1.0,480.998,343.352,1.0,352.74,1.0,34.616,1.0,88.767,1.0,0.0,1.0,2.875,1.0,0.3888631408611112,1.0,157.06409861111112,1.0,688.9939157333334,1.0,62.06048588478204,0.9666666666666667,51.35290069444444,1.0,486.5109027777778,1.0,413.577,1.0,34.343,33.786,32.891,31.266,30.547,29.578,27.8,27.897,0.994444,0.999306,0.997222,0.995139,0.995139,0.999306,0.999306,1.0,2.864,2.06,4.907,6.166,6.724,5.899,5.708,5.337,0.999306,0.999306,0.997222,0.988194,0.995139,0.982639,0.745139,1.0,15.5242,0.998611,18.8993,0.999306,19.4406,0.3443,118.423,1.0,121.815,0.744596,-0.0546627,0.959722,0.0226783,-0.0929253,-0.0642479,-0.0143297,0.981944,0.963889,0.936806,0.836235,0.806066,0.817515,0.892356,0.900483,0.874365,0.890818,0.908701,0.782753,0.821317,0.848073,0.954017,0.99434,0.932029,0.952709,1.02423,-9999,-9999
202007,29.664,1.0,471.945,275.869,1.0,396.676,1.0,30.448,1.0,88.889,1.0,0.991,1.0,2.135,1.0,0.31502862237903223,1.0,142.06668010752688,1.0,550.1144512000001,0.8064516129032258,-9999,-9999,39.044304435483866,1.0,490.6317876344086,1.0,416.253,1.0,34.565,34.205,34.082,33.236,32.638,31.982,30.492,30.649,0.995968,1.0,1.0,0.995968,0.995968,1.0,1.0,1.0,4.086,3.482,6.727,6.355,6.633,5.814,5.676,5.227,1.0,1.0,1.0,0.975134,0.991263,0.916667,0.989919,1.0,9.28325,1.0,28.7158,1.0,31.7323,0.524856,91.3966,1.0,100.998,0.659763,0.708457,0.953629,0.0177141,0.702514,0.710334,0.733387,0.959005,0.964382,0.967742,1.11233,1.10234,1.12458,1.143,0.409812,0.391493,0.416329,0.434313,1.34784,1.31025,1.36628,1.45229,0.669416,0.639826,0.694425,0.759143,-9999,-9999
202008,30.326,0.961694,439.238,255.906,0.964382,395.505,0.961694,32.877,0.961694,88.872,0.952285,0.303,1.0,2.214,0.983871,0.33149463720770495,0.9838709677419355,130.3601177921456,0.9415322580645161,557.558384279146,0.9415322580645161,-9999,-9999,39.4513077654625,0.9415322580645161,497.4311521620142,0.9415322580645161,413.201,0.951613,36.282,35.746,35.318,34.398,33.764,33.028,31.541,31.565,0.997312,0.999328,0.999328,0.999328,0.999328,0.999328,0.999328,0.999328,2.654,2.193,5.011,5.997,6.496,5.744,-9999,5.179,0.999328,0.999328,0.999328,0.961694,0.989247,0.895833,-9999,0.999328,6.89504,0.999328,17.3445,0.946909,18.7554,0.494866,92.411,0.991263,99.9283,0.777109,0.597974,0.877688,0.0133616,0.522319,0.562357,0.660253,0.897177,0.88172,0.855511,0.627387,0.613853,0.62675,0.653901,0.0526627,0.0120341,0.0526627,0.0875171,0.894931,0.870012,0.916942,1.01162,0.320312,0.325775,0.373618,0.434867,-9999,-9999
202009,27.645,1.0,384.628,258.256,1.0,359.752,1.0,29.672,1.0,88.968,1.0,0.076,1.0,2.715,1.0,0.3900017038472222,1.0,101.80272013888887,1.0,516.1412573666667,1.0,50.081108476662024,0.6666666666666666,40.63546666666668,1.0,474.3456249999999,1.0,410.366,1.0,32.816,32.529,32.169,31.722,31.371,31.136,30.547,30.577,0.999306,1.0,1.0,0.998611,0.998611,1.0,1.0,1.0,2.446,1.755,4.201,5.765,6.352,5.665,-9999,5.134,1.0,1.0,1.0,0.997917,0.996528,0.995833,-9999,1.0,3.40807,1.0,9.70516,1.0,10.7786,0.234308,78.8906,1.0,87.6161,0.700711,0.404802,0.949306,0.00916882,0.351955,0.391953,0.41504,0.975694,0.954861,0.934722,0.420825,0.38302,0.410448,0.430937,0.0272217,0.0158966,0.021483,0.0278835,0.538125,0.502351,0.589244,0.622654,0.111851,0.123263,0.137694,0.165143,-9999,-9999
202010,22.965,1.0,315.286,223.267,1.0,322.294,1.0,25.919,1.0,88.939,1.0,0.008,1.0,2.612,1.0,0.3263248459744623,1.0,66.6561928763441,1.0,449.1564022580645,1.0,49.22906485967457,1.0,36.71431115591398,1.0,440.7858870967741,1.0,405.405,0.999328,27.168,27.138,27.493,28.121,28.057,28.401,28.619,28.605,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.402,1.767,3.967,5.527,6.187,5.593,-9999,5.101,1.0,1.0,1.0,0.999328,1.0,0.99664,-9999,1.0,-2.67314,1.0,5.29106,0.995968,5.42785,0.138307,61.8144,0.998656,63.4125,0.558621,0.291142,0.946909,0.00717249,0.277165,0.280404,0.291985,0.971102,0.984543,0.920699,0.180316,0.178148,0.185273,0.201079,-0.0985548,-0.0998071,-0.0954609,-0.0898218,0.557961,0.538274,0.560327,0.70286,0.0500603,0.0401844,0.0474623,0.0573483,-9999,-9999
202011,16.89,1.0,251.185,165.325,1.0,301.021,1.0,15.933,1.0,89.095,1.0,0.542,1.0,2.878,1.0,0.38198216565277787,1.0,38.638716666666674,1.0,338.8017295,1.0,-9999,-9999,27.559894444444442,1.0,398.88881944444444,1.0,410.978,0.997222,18.512,18.481,19.288,20.837,21.111,22.16,23.59,23.742,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.293,4.568,6.789,5.561,6.102,5.55,-9999,5.102,1.0,1.0,1.0,1.0,1.0,0.997222,-9999,1.0,-5.96551,1.0,10.4027,0.996528,10.6716,0.210003,37.1074,0.998611,38.0667,0.553557,0.409575,0.938194,0.00750408,0.36241,0.383736,0.417338,0.979861,0.968056,0.935417,0.480366,0.426717,0.477284,0.492362,0.10025,0.0645842,0.0735612,0.0798655,0.54893,0.465046,0.494077,0.535579,0.0251867,0.0125332,0.0203974,0.0285,-9999,-9999
202012,10.551,1.0,219.746,151.483,1.0,265.298,1.0,10.09,1.0,89.179,0.999328,0.369,1.0,2.555,0.999328,0.34510700390871657,0.9993279569892473,27.68204758636467,0.9993279569892473,306.86133389747766,0.9993279569892473,-9999,-9999,25.995156357240905,0.9993279569892473,361.53487903225806,0.9993279569892473,410.72,1.0,11.624,11.669,12.54,14.416,14.861,16.274,18.349,18.517,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.449,4.757,7.385,5.757,6.174,5.547,-9999,5.116,1.0,1.0,1.0,1.0,1.0,1.0,-9999,1.0,-7.44202,0.999328,8.00065,0.998656,7.95588,0.190357,30.6295,0.999328,30.458,0.56134,0.257932,0.948253,0.00774321,0.250746,0.255478,0.258767,0.986559,0.963038,0.964382,0.224899,0.20359,0.225705,0.240645,-0.0276652,-0.0554071,-0.0366202,-0.0230195,0.532336,0.471246,0.510997,0.539255,0.0,0.0,0.0,1.37351e-05,-9999,-9999
202101,10.272,1.0,236.319,165.137,1.0,271.699,1.0,9.478,1.0,89.099,1.0,1.327,1.0,2.788,1.0,0.3629528509744624,1.0,46.296433467741934,1.0,332.26202063306454,1.0,32.83230598027495,1.0,27.5180813172043,1.0,361.8863575268818,1.0,413.519,1.0,11.124,11.034,11.546,12.7,12.969,14.024,15.638,15.688,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.029,5.368,8.644,6.202,6.255,5.57,-9999,5.111,1.0,1.0,1.0,1.0,1.0,1.0,-9999,1.0,-2.77675,1.0,14.9696,0.999328,14.8858,0.304895,34.2779,0.999328,34.0861,0.552784,0.290994,0.956989,0.0094286,0.270577,0.281581,0.287039,0.841398,0.988575,0.977151,0.209715,0.17804,0.210134,0.238744,-0.0819921,-0.101277,-0.0809896,-0.0293526,0.72874,0.591809,0.70445,0.740252,0.194003,0.127155,0.163279,0.186018,-9999,-9999
202102,12.139,1.0,291.755,206.059,1.0,271.37,1.0,11.89,1.0,88.921,1.0,0.0,1.0,2.777,1.0,0.32341818237351194,1.0,65.5612693452381,1.0,412.33696746875,1.0,39.89602995659805,1.0,33.43385863095238,1.0,377.1913690476191,1.0,417.619,1.0,14.199,14.144,14.323,14.506,14.351,14.844,15.469,15.483,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.455,5.208,9.995,7.884,7.253,5.644,-9999,5.105,1.0,1.0,1.0,1.0,1.0,1.0,-9999,1.0,-0.461464,1.0,7.70208,1.0,7.86279,0.24934,57.5288,1.0,58.7292,0.640791,0.37921,0.959077,0.00785594,0.360238,0.372963,0.375528,0.986607,0.981399,0.97619,0.172636,0.142913,0.158461,0.169894,-0.201377,-0.214978,-0.206261,-0.201377,0.695041,0.618625,0.663779,0.688739,0.0759895,0.0565077,0.0667999,0.0759895,-9999,-9999
